Filename,Volume_cm3,Height_m,Alpha,Method,MaxX,MaxY,MaxZ
cluster_0.txt,0.993486,0.021330,,convex,-6.582160,3.566500,5.974590
cluster_1.txt,2.732965,0.022410,,convex,-6.565540,3.545860,5.967920
cluster_10.txt,4.560141,0.028940,,convex,-6.248460,3.347250,5.955740
cluster_100.txt,1.648093,0.014510,,convex,-6.109400,3.746220,5.943730
cluster_101.txt,1.033568,0.013010,,convex,-6.092080,3.710370,5.945140
cluster_102.txt,15.805377,0.019400,,convex,-6.072040,3.746950,5.950400
cluster_103.txt,0.213337,0.009430,,convex,-6.385350,3.785190,5.956030
cluster_104.txt,0.459809,0.007990,,convex,-6.329030,3.802520,5.939300
cluster_105.txt,0.308441,0.005350,,convex,-6.364180,3.815120,5.937440
cluster_106.txt,2.725993,0.021570,,convex,-6.247950,3.796230,5.962670
cluster_107.txt,0.213359,0.006890,,convex,-6.306030,3.803510,5.945080
cluster_108.txt,0.458866,0.007850,,convex,-6.280590,3.797100,5.947380
cluster_109.txt,2.507058,0.019580,,convex,-6.334960,3.852690,5.944960
cluster_11.txt,0.440666,0.010030,,convex,-6.338350,3.345960,5.939960
cluster_110.txt,1.044898,0.016430,,convex,-6.302420,3.842020,5.946630
cluster_111.txt,2.765450,0.023340,,convex,-6.294210,3.876040,5.938060
cluster_112.txt,0.762898,0.010460,,convex,-6.248960,3.871360,5.924450
cluster_113.txt,0.615475,0.012410,,convex,-6.269210,3.894680,5.928480
cluster_114.txt,1.348483,0.021050,,convex,-6.249830,3.889180,5.938320
cluster_115.txt,0.423123,0.007720,,convex,-6.223770,3.777570,5.943360
cluster_116.txt,1.129928,0.013730,,convex,-6.220080,3.808970,5.946310
cluster_117.txt,0.078028,0.003360,,convex,-6.187250,3.758860,5.932510
cluster_118.txt,0.810468,0.009520,,convex,-6.165320,3.790130,5.934100
cluster_119.txt,0.958483,0.006700,,convex,-6.136850,3.787390,5.934880
cluster_12.txt,1.057505,0.012820,,convex,-6.317610,3.391090,5.948130
cluster_120.txt,0.414534,0.008670,,convex,-6.083720,3.811180,5.935750
cluster_121.txt,4.151739,0.018270,,convex,-6.203470,3.853020,5.937000
cluster_122.txt,0.460359,0.009480,,convex,-6.189890,3.856040,5.935520
cluster_123.txt,5.571818,0.035560,,convex,-6.151140,3.860950,5.964750
cluster_124.txt,0.706023,0.011810,,convex,-6.217330,3.903390,5.927020
cluster_125.txt,2.770291,0.013230,,convex,-6.179900,3.896550,5.940720
cluster_126.txt,0.693330,0.010420,,convex,-6.151610,3.894630,5.939220
cluster_127.txt,2.515566,0.014410,,convex,-6.099190,3.843460,5.930850
cluster_128.txt,0.884678,0.014100,,convex,-6.118300,3.887460,5.946670
cluster_129.txt,2.564017,0.013250,,convex,-6.081850,3.905960,5.943160
cluster_13.txt,1.007143,0.014090,,convex,-6.292980,3.395570,5.945950
cluster_130.txt,0.255670,0.005610,,convex,-6.006780,3.324200,5.961670
cluster_131.txt,15.446539,0.038970,,convex,-5.902270,3.276440,5.988480
cluster_132.txt,0.265179,0.006200,,convex,-5.936470,3.304550,5.959120
cluster_133.txt,0.095463,0.006830,,convex,-5.949540,3.303850,5.962810
cluster_134.txt,0.135033,0.005920,,convex,-5.904000,3.322630,5.960670
cluster_135.txt,0.922587,0.016570,,convex,-6.041640,3.395650,5.964530
cluster_136.txt,0.809914,0.015960,,convex,-6.008480,3.378160,5.973270
cluster_137.txt,0.204940,0.006110,,convex,-5.982880,3.366480,5.967370
cluster_138.txt,0.204175,0.010840,,convex,-5.978610,3.405500,5.970750
cluster_139.txt,0.192446,0.005470,,convex,-5.947860,3.418210,5.964460
cluster_14.txt,3.006372,0.018360,,convex,-6.203360,3.268270,5.947450
cluster_140.txt,2.745024,0.013400,,convex,-5.913610,3.412690,5.969670
cluster_141.txt,1.858660,0.013090,,convex,-5.901520,3.363870,5.969670
cluster_142.txt,9.758091,0.021190,,convex,-5.845410,3.318420,5.973920
cluster_143.txt,2.543519,0.013890,,convex,-5.761540,3.332350,5.975740
cluster_144.txt,3.438985,0.016790,,convex,-5.801560,3.347650,5.972450
cluster_145.txt,1.019625,0.011340,,convex,-5.794840,3.385430,5.967770
cluster_146.txt,6.554803,0.019110,,convex,-5.768030,3.446070,5.981310
cluster_147.txt,0.668437,0.009150,,convex,-5.980640,3.473520,5.959010
cluster_148.txt,0.207889,0.005200,,convex,-5.959280,3.448240,5.961470
cluster_149.txt,0.767980,0.008700,,convex,-5.915830,3.482730,5.979540
cluster_15.txt,1.549279,0.014750,,convex,-6.190160,3.325100,5.944970
cluster_150.txt,1.633627,0.013080,,convex,-6.004510,3.529680,5.962550
cluster_151.txt,0.820201,0.008930,,convex,-5.973280,3.579470,5.945110
cluster_152.txt,0.507691,0.010060,,convex,-5.971720,3.509450,5.955910
cluster_153.txt,10.326736,0.049200,,convex,-5.924520,3.539110,6.022510
cluster_154.txt,2.134330,0.021080,,convex,-5.927880,3.576250,5.988460
cluster_155.txt,0.494857,0.010740,,convex,-5.872430,3.420990,5.961100
cluster_156.txt,0.144725,0.004930,,convex,-5.841570,3.460880,5.977740
cluster_157.txt,0.067993,0.004920,,convex,-5.806650,3.448520,5.966820
cluster_158.txt,0.517634,0.009840,,convex,-5.802410,3.495100,5.974680
cluster_159.txt,4.072700,0.035910,,convex,-5.746400,3.470230,6.005120
cluster_16.txt,2.385988,0.017720,,convex,-6.139520,3.299470,5.961780
cluster_160.txt,0.454780,0.007730,,convex,-5.765850,3.501130,5.974180
cluster_161.txt,1.054491,0.011730,,convex,-5.865780,3.515210,5.989370
cluster_162.txt,1.548302,0.014160,,convex,-5.842200,3.512430,5.989940
cluster_163.txt,0.247936,0.005660,,convex,-5.827070,3.540840,5.978650
cluster_164.txt,2.169054,0.017520,,convex,-5.883780,3.551270,5.995150
cluster_165.txt,1.003109,0.015970,,convex,-5.874110,3.581150,5.989360
cluster_166.txt,1.065099,0.014960,,convex,-5.862510,3.572700,5.989380
cluster_167.txt,0.649974,0.009380,,convex,-5.831100,3.574530,5.979290
cluster_168.txt,0.252935,0.006810,,convex,-5.779490,3.549060,5.972260
cluster_169.txt,0.211211,0.006170,,convex,-5.805400,3.561040,5.977070
cluster_17.txt,1.297292,0.015540,,convex,-6.087780,3.252770,5.966790
cluster_170.txt,0.064944,0.004750,,convex,-5.795500,3.571920,5.974680
cluster_171.txt,0.295451,0.006990,,convex,-5.759580,3.525670,5.972450
cluster_172.txt,0.944044,0.009050,,convex,-5.755130,3.547910,5.975160
cluster_173.txt,7.376133,0.037830,,convex,-5.718740,3.500510,6.004730
cluster_174.txt,10.963917,0.045250,,convex,-5.736760,3.578140,6.005460
cluster_175.txt,1.341384,0.012900,,convex,-5.730650,3.335640,5.975240
